Product,Price,Category,Quantity
Farro Biologico 400 g Verso Natura Bio Conad,6.88 € / Kg,Frutta e verdura,0.4 kg
Farro Perlato 400 g Conad,4.97 € / Kg,Frutta e verdura,0.4 kg
Farro Perlato della Toscana 300 g Conad,8.30 € / Kg,Frutta e verdura,0.3 kg
Farro perlato g 300 Verso Natura Bio Conad,6.63 € / Kg,Frutta e verdura,
I Cotti al Vapore Mais 3 x 160 g Conad,5.73 € / Kg,Frutta e verdura,0.48 kg
I Cotti al Vapore Mais 310 g Conad,4.03 € / Kg,Frutta e verdura,0.31 kg
Mais Biologico 160 g x 2 Verso Natura Bio Conad,8.09 € / Kg,Frutta e verdura,0.16 kg
Mix 5 cereali Rapida Cottura 250 g Conad,7.96 € / Kg,Frutta e verdura,0.25 kg
"Mix Orzo, Farro, Lenticchie e Grano Rapida Cottura 250 g Conad",7.96 € / Kg,Frutta e verdura,0.25 kg
"Mix Riso Thai, Farro, Grano e Legumi Rapida Cottura 250 g Conad",7.96 € / Kg,Frutta e verdura,0.25 kg
Orzo g 400 Verso Natura Bio Conad,5.88 € / Kg,Frutta e verdura,
Orzo perlato 400g Conad,3.47 € / Kg,Frutta e verdura,0.4 kg
Orzo Perlato Biologico 300 g Verso Natura Bio Conad,5.97 € / Kg,Frutta e verdura,0.3 kg
"Piacersi Mix 5 Cereali con grano, farro, orzo, riso e avena 400 g Conad",5.98 € / Kg,Frutta e verdura,0.4 kg
Quinoa bianca g 300 Verso Natura Bio Conad,10.63 € / Kg,Frutta e verdura,
Quinoa Biologica 300 g Verso Natura Bio Conad,16.63 € / Kg,Frutta e verdura,0.3 kg
Riso Integrale e Quinoa 400g Conad,5.98 € / Kg,Frutta e verdura,0.4 kg
Zuppa con Farro Biologica 300 g Verso Natura Bio Conad,7.63 € / Kg,Frutta e verdura,0.3 kg
Zuppa con Orzo Biologica 300 g Verso Natura Bio Conad,7.63 € / Kg,Frutta e verdura,0.3 kg
Zuppa con Orzo Farro e Legumi 400 g Conad,4.97 € / Kg,Frutta e verdura,0.4 kg
Barilla 5 Cereali con riso rosso 400g,7.12 € / Kg,Frutta e verdura,0.4 kg
Barilla Farro italiano 400g,7.48 € / Kg,Frutta e verdura,0.4 kg
Bonduelle Mais 3 x 150 g,7.31 € / Kg,Frutta e verdura,0.45 kg
Bonduelle Mais 300 g,5.30 € / Kg,Frutta e verdura,0.3 kg
Riso Scotti Oro Insalate Riso e Cereali Senza Glutine 10' 800 g,3.86 € / Kg,Frutta e verdura,0.8 kg
Ceci 400 g Conad,4.97 € / Kg,Frutta e verdura,0.4 kg
Ceci g 300 Verso Natura Bio Conad,6.97 € / Kg,Frutta e verdura,
Ceci Marchigiani 300 g Sapori & Dintorni Conad,7.63 € / Kg,Frutta e verdura,0.3 kg
Fagioli borlotti 400g Conad,4.97 € / Kg,Frutta e verdura,0.4 kg
Fagioli Borlotti Biologici 300 g Verso Natura Bio Conad,8.83 € / Kg,Frutta e verdura,0.3 kg
Fagioli Cannellini 400 g Conad,4.97 € / Kg,Frutta e verdura,0.4 kg
Fagioli Cannellini Biologici 300 g Verso Natura Bio Conad,10.63 € / Kg,Frutta e verdura,0.3 kg
Fagioli corona 400g Conad,7.22 € / Kg,Frutta e verdura,0.4 kg
Fagioli Stregoni Piemontesi 300 g Sapori & Dintorni Conad,8.67 € / Kg,Frutta e verdura,0.3 kg
Fave Pugliesi 300 g Sapori & Dintorni Conad,9.17 € / Kg,Frutta e verdura,0.3 kg
Lenticchie dell'Altopiano di Colfiorito 300 g Sapori & Dintorni Conad,13.30 € / Kg,Frutta e verdura,0.3 kg
Lenticchie Grandi 400 g Conad,4.22 € / Kg,Frutta e verdura,0.4 kg
Lenticchie Medie 400 g Conad,4.22 € / Kg,Frutta e verdura,0.4 kg
Lenticchie piccole 400g Conad,4.22 € / Kg,Frutta e verdura,0.4 kg
Lenticchie Rosse Piccole 400 g Conad,4.22 € / Kg,Frutta e verdura,0.4 kg
Lenticchie verdi g 300 Verso Natura Bio Conad,9.00 € / Kg,Frutta e verdura,
Zuppa di Legumi 400 g Conad,4.97 € / Kg,Frutta e verdura,0.4 kg
Barilla Legumotti lenticchie rosse ceci e piselli 300g,9.63 € / Kg,Frutta e verdura,0.3 kg
Barilla Legumotti lenticchie rosse e piselli 300g,9.63 € / Kg,Frutta e verdura,0.3 kg
Colfiorito Fagioli Neri 500 g,5.70 € / Kg,Frutta e verdura,0.5 kg
Colfiorito Fagioli Occhio 500 g,5.70 € / Kg,Frutta e verdura,0.5 kg
Colfiorito selezione Oro Lenticchia dell'Umbria 400 g,9.12 € / Kg,Frutta e verdura,0.4 kg
CRUSCA D'AVENA BIO SARCHIO 250g,10.20 € / Kg,Frutta e verdura,0.25 kg
FARRO SOFF.MIE.BIO SARCHIO SAC 200g,18.25 € / Kg,Frutta e verdura,0.2 kg
FIOCCHI AVENA BIO SARCHIO 375g,8.93 € / Kg,Frutta e verdura,0.375 kg
FIOCCHI GR.SARAC.S/G SARCHIO 375g,9.57 € / Kg,Frutta e verdura,0.375 kg
GR.SARAC.SOFFIATO S/G SARCHOP 100g,21.90 € / Kg,Frutta e verdura,0.1 kg
MIGLIO SOFFIATO BIO S/G SARCHIO100g,23.50 € / Kg,Frutta e verdura,0.1 kg
MUESLI ENERGI S/G SARCHIO 250g,15.16 € / Kg,Frutta e verdura,0.25 kg
RISO CIOCO GOLOSO S/G SARCHIO 200g,18.95 € / Kg,Frutta e verdura,0.2 kg
RISO SOFFIATO BIO S.GL.SARCHIO 200g,16.25 € / Kg,Frutta e verdura,0.2 kg
I PRONTI PEDON CANNELLINI 250g,7.96 € / Kg,Frutta e verdura,0.25 kg
I PRONTI PEDON CECI 250g,7.96 € / Kg,Frutta e verdura,0.25 kg
I PRONTI PEDON LENTICCHIE 250g,7.96 € / Kg,Frutta e verdura,0.25 kg
FUNGHI SECCHI SPEC RE PORCINO 30g,0.20 € / conf,Frutta e verdura,0.03 kg
Ananas a Fette in Sciroppo 565 g Conad,3.86 € / Kg,Frutta e verdura,0.565 kg
Ananas a Fette in Sciroppo 825 g Conad,3.38 € / Kg,Frutta e verdura,0.825 kg
Ananas a Fette in Succo d'Ananas 565 g Conad,3.88 € / Kg,Frutta e verdura,0.565 kg
Ananas in Pezzi in Succo d'Ananas 3 x 225 g Conad,5.41 € / Kg,Frutta e verdura,0.675 kg
Macedonia di Frutta in Sciroppo 415 g Conad,4.70 € / Kg,Frutta e verdura,0.415 kg
Macedonia di Frutta in Sciroppo 680 g Conad,5.87 € / Kg,Frutta e verdura,0.68 kg
Pere Williams in Sciroppo 415 g Conad,4.70 € / Kg,Frutta e verdura,0.415 kg
Pesche in Sciroppo 415 g Conad,3.59 € / Kg,Frutta e verdura,0.415 kg
Pesche in Sciroppo 680 g Conad,4.40 € / Kg,Frutta e verdura,0.68 kg
Pesche in Sciroppo 825 g Conad,3.14 € / Kg,Frutta e verdura,0.825 kg
Frullà Classico Mela Banana 100 g,6.20 € / Kg,Frutta e verdura,0.1 kg
Melinda Mousse 100% Mela e Albicocca 2 x 100 g,7.25 € / Kg,Frutta e verdura,0.2 kg
Melinda Mousse 100% Mela e Banana 2 x 100 g,7.25 € / Kg,Frutta e verdura,0.2 kg
Melinda Mousse 100% Mela e Fragola 2 x 100 g,7.25 € / Kg,Frutta e verdura,0.2 kg
Melinda Mousse 100% Mela e Frutti di Bosco 2 x 100 g,7.25 € / Kg,Frutta e verdura,0.2 kg
Melinda Mousse 100% Mela e Kiwi 2 x 100 g,7.25 € / Kg,Frutta e verdura,0.2 kg
Melinda Mousse 100% Mela e Melagrana 2 x 100 g,7.25 € / Kg,Frutta e verdura,0.2 kg
Melinda Mousse 100% Mela e Mirtillo 2 x 100 g,7.25 € / Kg,Frutta e verdura,0.2 kg
Melinda Mousse 100% Mela e Pera 2 x 100 g,7.25 € / Kg,Frutta e verdura,0.2 kg
Melinda Mousse 100% Mela e Pesca 2 x 100 g,7.25 € / Kg,Frutta e verdura,0.2 kg
Melinda Mousse 100% Mela e Prugna 2 x 100 g,7.25 € / Kg,Frutta e verdura,0.2 kg
Melinda Mousse 100% Mela Golden 2 x 100 g,7.25 € / Kg,Frutta e verdura,0.2 kg
Melinda Squeez 100% frutta Passata di mela & fragola 90 g,12.78 € / Kg,Frutta e verdura,0.09 kg
Melinda Squeez 100% frutta Passata di mela & frutti tropicali 90 g,12.78 € / Kg,Frutta e verdura,0.09 kg
Melinda Squeez 100% frutta Passata di mela & pera 90 g,12.78 € / Kg,Frutta e verdura,0.09 kg
Melinda Squeez 100% frutta Passata di mela golden 90 g,12.78 € / Kg,Frutta e verdura,0.09 kg
Valfrutta Albicocche Mediterranee 420 g,9.12 € / Kg,Frutta e verdura,0.42 kg
Valfrutta Frutta e vai! Esotica con succo di Maracuja 3 x 85 g,11.73 € / Kg,Frutta e verdura,0.255 kg
Valfrutta Frutta e vai! Mediterranea con succo di arancia 3 x 135 g,11.73 € / Kg,Frutta e verdura,0.405 kg
Valfrutta Prugne 425 g,5.80 € / Kg,Frutta e verdura,0.425 kg
Sperlari Mostarda 560 g,11.16 € / Kg,Frutta e verdura,0.56 kg
MIRTILLI NATURALI RE PORCINO 200ml,0.02 € / conf,Frutta e verdura,0.2 l
MOST.VERGANI CILIEGIE SNOC.VASO400g,12.12 € / Kg,Frutta e verdura,0.4 kg
Percorso Qualità Braciola con Osso di Vitello CONAD,21.8 € / Kg,Carne e salumi,
Percorso Qualità Fettine di Posteriore di Vitello CONAD,23.4 € / Kg,Carne e salumi,
Percorso Qualità Fettine Sottili di Posteriore di Vitello CONAD,26.10 € / Kg,Carne e salumi,
Percorso Qualità Spezzatino di Vitello CONAD,17.10 € / Kg,Carne e salumi,
Percorso Qualità Hamburger di Angus Irlandese Gusto Intenso 180 g Sapori & Idee Conad,22.1 € / Kg,Carne e salumi,0.18 kg
CONAD Percorso Qualità Macinato Misto di Suino e Bovino 350 g,11.40 € / Kg,Carne e salumi,0.35 kg
CONAD Percorso Qualità Macinato Scelto di Bovino 350 g,14.26 € / Kg,Carne e salumi,0.35 kg
Hamburger di Bovino 2 x 80 g Percorso Qualità Conad,14.37 € / Kg,Carne e salumi,0.16 kg
Hamburger di Bovino Biologico 150 g Verso Natura Bio Conad,26.00 € / Kg,Carne e salumi,0.15 kg
Hamburger di Marchigiana Gusto Rustico 180 g Sapori & Dintorni Conad,25.56 € / Kg,Carne e salumi,0.18 kg
Hamburger di Romagnola Gusto Delicato 180 g Sapori & Dintorni Conad,25.56 € / Kg,Carne e salumi,0.18 kg
Hamburger di Vitello 2 x 80 g Percorso Qualità Conad,18.12 € / Kg,Carne e salumi,0.16 kg
"Macinato di Vitello 0,300 kg Percorso Qualità Conad",16.33 € / Kg,Carne e salumi,0.3 kg
Macinato Scelto di Bovino Adulto Italia Percorso Qualità Conad,11.90 € / Kg,Carne e salumi,
Percorso Qualità Arrosto di Vitello CONAD,18.70 € / Kg,Carne e salumi,
Percorso Qualità Macinato di Vitello CONAD,13.50 € / Kg,Carne e salumi,
Fettine Sottili di Lonza di Suino 200 g Percorso Qualità Conad,12.50 € / Kg,Carne e salumi,0.2 kg
Percorso Qualità Lonza Di Suino a Trancio CONAD,10.50 € / Kg,Carne e salumi,
Hamburger di Suino 2 x 80 g Percorso Qualità Conad,10.62 € / Kg,Carne e salumi,0.16 kg
Spiedini di Suino 300 g Percorso Qualità Conad,13.30 € / Kg,Carne e salumi,0.3 kg
"Aia Carne al Fuoco Verzino Aperto Senza Pelle 0,400 kg",13.98 € / Kg,Carne e salumi,0.4 kg
Tagliata di Petto di Pollo 400 g Percorso Qualità Conad,12.2 € / Kg,Carne e salumi,0.4 kg
"Filetti di Petto di Pollo 0,400 kg Percorso Qualità Conad",9.25 € / Kg,Carne e salumi,0.4 kg
Percorso Qualità Ali Di Pollo CONAD,4.10 € / Kg,Carne e salumi,
Percorso Qualità Fusi Di Pollo CONAD,6.90 € / Kg,Carne e salumi,
Busto di Gallina in Parti,4.70 € / Kg,Carne e salumi,
Arrosticini di Pollo 200 g Percorso Qualità Conad,16.00 € / Kg,Carne e salumi,0.2 kg
Spiedini Rustici di Pollo Rifiniti a Mano 400 g Percorso Qualità Conad,11.4 € / Kg,Carne e salumi,0.4 kg
Bocconcini Panati di Pollo 300 g Conad,9.00 € / Kg,Carne e salumi,0.3 kg
Cordon Bleu con Pollo 245 g Conad,8.12 € / Kg,Carne e salumi,0.245 kg
Cotolette con Pollo e Spinaci 220 g Conad,7.73 € / Kg,Carne e salumi,0.22 kg
Cotolette di Pollo Conad,9.05 € / Kg,Carne e salumi,
Hamburger di Pollo 200 g Percorso Qualità Conad,12.50 € / Kg,Carne e salumi,0.2 kg
Hamburger di Tacchino 200 g Percorso Qualità Conad,12.50 € / Kg,Carne e salumi,0.2 kg
Kebab di Pollo 350 g Conad,12.00 € / Kg,Carne e salumi,0.35 kg
Tagliata di Petti di Pollo 350 g Conad,11.40 € / Kg,Carne e salumi,0.35 kg
"Aia Polpettine di Pollo e Tacchino con carote e spinaci 0,370 kg",18.16 € / Kg,Carne e salumi,0.37 kg
"Aia Chicken Salad Tagliata di Petti di Pollo 0,300 kg",22.30 € / Kg,Carne e salumi,0.3 kg
Allevato senza uso di antibiotici Ali di Tacchino 750 g Percorso Qualità Conad,4.53 € / Kg,Carne e salumi,0.75 kg
"Filetti di Tacchino 0,350 kg Percorso Qualità Conad",11.14 € / Kg,Carne e salumi,0.35 kg
POLLO SOTTOCOSCIE BIANCHE,6.40 € / Kg,Carne e salumi,
Masina La Salumeria Sfilacci di Equino Affumicati con Legno di Faggio 100 g,46.00 € / Kg,Carne e salumi,0.1 kg
Arrosticini di Ovino Adulto,19.98 € / Kg,Carne e salumi,
Arrosticini di Ovino Adulto SPIEDI,19.97 € / Kg,Carne e salumi,
CONAD Percorso Qualità Coniglio Intero,11.20 € / Kg,Carne e salumi,
Hamburger a base di prosciutto cotto 2 x 75 g Conad,13.27 € / Kg,Carne e salumi,0.15 kg
Hamburger a base di prosciutto cotto e mozzarella 2 x 75 g Conad,13.27 € / Kg,Carne e salumi,0.15 kg
Casa Modena Teneroni Baby Hamburger con Prosciutto Cotto 2 x 75 g,19.93 € / Kg,Carne e salumi,0.15 kg
Casa Modena Teneroni Hamburger con Prosciutto Cotto e Mozzarella 2 x 75 g,19.93 € / Kg,Carne e salumi,0.15 kg
Casa Modena Teneroni l'Originale 150 g,19.93 € / Kg,Carne e salumi,0.15 kg
Giravolte Bocconcini di Patate Speck Formaggio 170 g,16.41 € / Kg,Carne e salumi,0.17 kg
Giravolte Bocconcini di Verdure Provola 6 x 28 g,16.41 € / Kg,Carne e salumi,0.168 kg
Viva la Mamma Vitel Tonnè 180 g,24.39 € / Kg,Carne e salumi,0.18 kg
Bresaola della Valtellina I.G.P. 100 g Sapori & Dintorni Conad,51.9 € / Kg,Carne e salumi,0.1 kg
Coppa 110 g Sapori & Dintorni Conad,42.6 € / Kg,Carne e salumi,0.11 kg
"Mortadella 0,120 kg Sapori & Dintorni Conad",27.0 € / Kg,Carne e salumi,0.12 kg
Mortadella di Pollo 100 g Piacersi Conad,15.9 € / Kg,Carne e salumi,0.1 kg
Petto di Pollo al Forno 100 g Piacersi Conad,19.4 € / Kg,Carne e salumi,0.1 kg
Piacersi Bresaola di Tacchino 100 g Conad,29.4 € / Kg,Carne e salumi,0.1 kg
Piacersi Petto di Tacchino al Forno 100 g Conad,19.4 € / Kg,Carne e salumi,0.1 kg
"Salame Felino IGP 0,090 kg Sapori & Dintorni Conad",50.0 € / Kg,Carne e salumi,0.09 kg
Strolghino 0.090 kg Sapori & Dintorni Conad,47.6 € / Kg,Carne e salumi,90.0 kg
Bacon Fette Pancetta Affumicata 100 g Conad,18.90 € / Kg,Carne e salumi,0.1 kg
Carne Salada del Trentino 0.110 kg Sapori & Dintorni Conad,45.00 € / Kg,Carne e salumi,110.0 kg
CONAD Freschi & Convenienti Salame Milano 100 g,18.90 € / Kg,Carne e salumi,0.1 kg
CONAD Freschi & Convenienti Speck Alto Adige IGP 90 g,22.11 € / Kg,Carne e salumi,0.09 kg
"Culatello 0,090 kg Sapori & Dintorni Conad",87.67 € / Kg,Carne e salumi,0.09 kg
Freschi & Convenienti Antipasto di Salumi 120 g Conad,27.42 € / Kg,Carne e salumi,0.12 kg
Freschi & Convenienti Bresaola della Valtellina I.G.P. 90 g Conad,33.22 € / Kg,Carne e salumi,0.09 kg
Freschi & Convenienti Mortadella Bologna IGP g 100 Conad,14.90 € / Kg,Carne e salumi,
Freschi & Convenienti Prosciutto Cotto di Alta Qualità 120 g Conad,15.75 € / Kg,Carne e salumi,0.12 kg
Freschi & Convenienti Prosciutto Cotto Praga 120 g Conad,19.92 € / Kg,Carne e salumi,0.12 kg
Freschi & Soffici Bresaola della Valtellina I.G.P. 60 g Conad,36.50 € / Kg,Carne e salumi,0.06 kg
Freschi & Soffici Prosciutto Cotto di Alta Qualità 80 g Conad,19.88 € / Kg,Carne e salumi,0.08 kg
Freschi & Soffici Prosciutto Crudo Stagionato 60 g Conad,28.17 € / Kg,Carne e salumi,0.06 kg
Freschi e Convenienti Carpaccio di Bresaola 90 g Conad,33.22 € / Kg,Carne e salumi,0.09 kg
Freschi e Convenienti Prosciutto Crudo Stagionato 100 g Conad,24.90 € / Kg,Carne e salumi,0.1 kg
Lardo Toscano 0.080 kg Sapori & Dintorni Conad,37.38 € / Kg,Carne e salumi,80.0 kg
Mortadella con Pistacchio 100 g Percorso Qualità Conad,23.90 € / Kg,Carne e salumi,0.1 kg
Pancetta 0.110 kg Sapori & Dintorni Conad,30.45 € / Kg,Carne e salumi,110.0 kg
Petto di Pollo Arrosto 100 g Percorso Qualità Conad,26.90 € / Kg,Carne e salumi,0.1 kg
Petto di Tacchino Arrosto 100 g Percorso Qualità Conad,26.90 € / Kg,Carne e salumi,0.1 kg
Prosciutto Cotto Alta Qualità 100g Percorso Qualità Conad,26.90 € / Kg,Carne e salumi,0.1 kg
Prosciutto Crudo Stagionato 100g Conad,38.90 € / Kg,Carne e salumi,0.1 kg
Prosciutto di Norcia IGP 100 g Sapori & Dintorni Conad,49.90 € / Kg,Carne e salumi,0.1 kg
Prosciutto di Parma DOP stagionatura minima 18 mesi 100g Sapori & Dintorni Conad,64.90 € / Kg,Carne e salumi,0.1 kg
Prosciutto di Parma DOP stagionatura minima 24 mesi 0.100 kg Sapori & Dintorni Conad,72.90 € / Kg,Carne e salumi,100.0 kg
Prosciutto di San Daniele DOP stagionatura minima 16 mesi 100 g Sapori & Dintorni Conad,64.90 € / Kg,Carne e salumi,0.1 kg
Salame Milano 60 g Conad,21.50 € / Kg,Carne e salumi,0.06 kg
Speck Alto Adige IGP 100 g Sapori & Dintorni Conad,38.90 € / Kg,Carne e salumi,0.1 kg
Tagliere Emiliano Prosciutto crudo - Coppa - Salame Felino IGP 0.120 kg Sapori & Dintorni Conad,44.58 € / Kg,Carne e salumi,120.0 kg
Tagliere Speck Alto Adige IGP Formaggio Veneto Bresaola Valtellina IGP 120 g Sapori & Dintorni Conad,41.58 € / Kg,Carne e salumi,0.12 kg
Fratelli Beretta Fresca Salumeria Prosciutto Crudo 100 g,35.8 € / Kg,Carne e salumi,0.1 kg
Fratelli Beretta Fresca Salumeria Salame Milano 100 g,29.8 € / Kg,Carne e salumi,0.1 kg
Rigamonti Carpaccio di Bresaola Punta d'Anca 90 g,53.1 € / Kg,Carne e salumi,0.09 kg
Senfter Speck Alto Adige IGP 80 g,31.6 € / Kg,Carne e salumi,0.08 kg
Aia aeQuilibrium Petto di Pollo arrosto cotto al forno 130 g,21.46 € / Kg,Carne e salumi,0.13 kg
Citterio Citterino Riassunto 60 g,33.17 € / Kg,Carne e salumi,0.06 kg
Citterio Sofficette Bresaola della Valtellina I.G.P. 60 g,44.83 € / Kg,Carne e salumi,0.06 kg
Citterio Sofficette Coppa 60 g,32.50 € / Kg,Carne e salumi,0.06 kg
Citterio Sofficette Mortadella Regina 80 g,19.38 € / Kg,Carne e salumi,0.08 kg
Citterio Sofficette Pancetta Arrotolata 80 g,29.38 € / Kg,Carne e salumi,0.08 kg
Citterio Sofficette Petto di Pollo al Forno 60 g,25.83 € / Kg,Carne e salumi,0.06 kg
Citterio Sofficette Petto di Tacchino al Forno 80 g,22.38 € / Kg,Carne e salumi,0.08 kg
Citterio Sofficette Prosciutto Cotto di Alta Qualità 80 g,19.88 € / Kg,Carne e salumi,0.08 kg
Citterio Sofficette Prosciutto Crudo 60 g,28.17 € / Kg,Carne e salumi,0.06 kg
Citterio Sofficette Speck Alto Adige IGP 60 g,30.83 € / Kg,Carne e salumi,0.06 kg
Citterio Tagliofresco Bresaola della Valtellina I.G.P. 70 g,55.57 € / Kg,Carne e salumi,0.07 kg
Citterio Tagliofresco Grancotto di Vignola Prosciutto Cotto di Alta Qualità 110 g,30.45 € / Kg,Carne e salumi,0.11 kg
Citterio Tagliofresco il Salame di Milano l'Originale 70 g,28.43 € / Kg,Carne e salumi,0.07 kg
Citterio Tagliofresco Prosciutto Crudo il Poggio 100 g,37.50 € / Kg,Carne e salumi,0.1 kg
Ferrarini il Ferrarini Prosciutto Cotto di Alta Qualità 120 g,40.75 € / Kg,Carne e salumi,0.12 kg
Fratelli Beretta Bacon Fette pancetta affumicata 100 g,32.90 € / Kg,Carne e salumi,0.1 kg
Negroni Gran Crudo 80 g,57.37 € / Kg,Carne e salumi,0.08 kg
Negroni Negronetto 75 g,26.53 € / Kg,Carne e salumi,0.075 kg
Rigamonti Bresaola della Valtellina I.G.P. Punta d'Anca 70 g,62.71 € / Kg,Carne e salumi,0.07 kg
Rigamonti Bresaola di Equino 80 g,43.63 € / Kg,Carne e salumi,0.08 kg
"Rovagnati gran biscotto Classico 100,0 g",39.90 € / Kg,Carne e salumi,0.1 kg
Cotto cubetti 2 x 100 g Conad,10.45 € / Kg,Carne e salumi,0.2 kg
Guanciale 100 g Sapori & Dintorni Conad,30.50 € / Kg,Carne e salumi,0.1 kg
Pancetta Affumicata 100 g Sapori & Dintorni Conad,24.50 € / Kg,Carne e salumi,0.1 kg
Pancetta affumicata cubetti 200 g Conad,11.25 € / Kg,Carne e salumi,0.2 kg
Pancetta Dolce cubetti 2 x 100 g Conad,11.25 € / Kg,Carne e salumi,0.2 kg
Speck stick 2 x 50 g Conad,28.90 € / Kg,Carne e salumi,0.1 kg
Fratelli Beretta Cubetti leggeri pancetta affumicata -30% di grassi* 2 x 60 g,21.5 € / Kg,Carne e salumi,0.12 kg
Fratelli Beretta il Guanciale stick 2 x 60 g,23.25 € / Kg,Carne e salumi,0.12 kg
Fratelli Beretta Pancetta Affumicata a cubetti 2 x 75 g,20.60 € / Kg,Carne e salumi,0.15 kg
Fratelli Beretta Pancetta Dolce a cubetti 2 x 75 g,20.60 € / Kg,Carne e salumi,0.15 kg
Prosciutto Cotto di Alta Qualità ROVAGNATI,30.90 € / Kg,Carne e salumi,
Salame Felino Sapori & Dintorni Conad,24.90 € / Kg,Carne e salumi,
CONAD Salame Cacciatore Italiano DOP,20.90 € / Kg,Carne e salumi,
Mortadella Bologna IGP 500 g Conad,9.18 € / Kg,Carne e salumi,0.5 kg
Mortadella Bologna IGP Spicchio 300 g Conad,10.83 € / Kg,Carne e salumi,0.3 kg
Prosciutto Cotto 400 g Conad,11.98 € / Kg,Carne e salumi,0.4 kg
Salame Casereccio 240 g Conad,18.71 € / Kg,Carne e salumi,0.24 kg
Salame Milano 200 g Conad,19.90 € / Kg,Carne e salumi,0.2 kg
Salsiccia Curva Piccante 300 g Sapori & Dintorni Conad,16.30 € / Kg,Carne e salumi,0.3 kg
Strolghino 200 g Sapori & Dintorni Conad,24.95 € / Kg,Carne e salumi,0.2 kg
Cavalier Umberto Boschi Strolghino,25.9 € / Kg,Carne e salumi,
Rovagnati Snello Grancotto 500 g,16.2 € / Kg,Carne e salumi,0.5 kg
"Aia aeQuilibrium Petto di Tacchino arrosto cotto al forno 0,350 kg",13.11 € / Kg,Carne e salumi,0.35 kg
Casa Modena Salamini Italiani alla Cacciatora DOP 175 g,28.51 € / Kg,Carne e salumi,0.175 kg
Citterio gli Irresistibili Salame Bastoncini 2 x 30 g,30.83 € / Kg,Carne e salumi,0.06 kg
"Fratelli Beretta SalaMini Classico 2 x 42,5 g",25.29 € / Kg,Carne e salumi,0.085 kg
"Fratelli Beretta SalaMini Piccante 2 x 42,5 g",25.29 € / Kg,Carne e salumi,0.085 kg
Gardani Guanciale Stagionato 200 g,19.95 € / Kg,Carne e salumi,0.2 kg
PANCETTA TESA STAG.FUMAGALLI 100g,28.90 € / Kg,Carne e salumi,0.1 kg
"SALUMI&FORMAG.R. ANGELO 130g 9,80",75.38 € / Kg,Carne e salumi,0.13 kg
TACCHINO ARROSTO CIPRESSI IN C.100g,46.00 € / Kg,Carne e salumi,0.1 kg
PETALI DI SPECK NEGRONI 2x50g,29.80 € / Kg,Carne e salumi,0.1 kg
COTTO CUBETTI NEGRONI 120g.,20.50 € / Kg,Carne e salumi,0.12 kg
CUBETTI DI SALSICCIA NEGRONI 2x60g,17.08 € / Kg,Carne e salumi,0.12 kg
PANC.AFFUM.CUB.NEGRONI.2x100g,19.95 € / Kg,Carne e salumi,0.2 kg
PANC.DOLCE CUB NEGRONI.2x100g,19.95 € / Kg,Carne e salumi,0.2 kg
PETALI DI BACON NEGRONI 2x50g,25.90 € / Kg,Carne e salumi,0.1 kg
PETALI DI PANC.AFFUM.NEGRONI 2X50g,22.90 € / Kg,Carne e salumi,0.05 kg
Percorso Qualità Hamburger di Angus Irlandese Gusto Intenso 180 g Sapori & Idee Conad,22.1 € / Kg,Carne e salumi,0.18 kg
CONAD Percorso Qualità Macinato Misto di Suino e Bovino 350 g,11.40 € / Kg,Carne e salumi,0.35 kg
CONAD Percorso Qualità Macinato Scelto di Bovino 350 g,14.26 € / Kg,Carne e salumi,0.35 kg
Hamburger di Bovino 2 x 80 g Percorso Qualità Conad,14.37 € / Kg,Carne e salumi,0.16 kg
Hamburger di Bovino Biologico 150 g Verso Natura Bio Conad,26.00 € / Kg,Carne e salumi,0.15 kg
Hamburger di Marchigiana Gusto Rustico 180 g Sapori & Dintorni Conad,25.56 € / Kg,Carne e salumi,0.18 kg
Hamburger di Romagnola Gusto Delicato 180 g Sapori & Dintorni Conad,25.56 € / Kg,Carne e salumi,0.18 kg
Hamburger di Vitello 2 x 80 g Percorso Qualità Conad,18.12 € / Kg,Carne e salumi,0.16 kg
"Macinato di Vitello 0,300 kg Percorso Qualità Conad",16.33 € / Kg,Carne e salumi,0.3 kg
Macinato Scelto di Bovino Adulto Italia Percorso Qualità Conad,11.90 € / Kg,Carne e salumi,
Percorso Qualità Arrosto di Vitello CONAD,18.70 € / Kg,Carne e salumi,
Percorso Qualità Macinato di Vitello CONAD,13.50 € / Kg,Carne e salumi,
Arrosticini di Ovino Adulto,19.98 € / Kg,Carne e salumi,
Arrosticini di Ovino Adulto SPIEDI,19.97 € / Kg,Carne e salumi,
Hamburger di Suino 2 x 80 g Percorso Qualità Conad,10.62 € / Kg,Carne e salumi,0.16 kg
Spiedini di Suino 300 g Percorso Qualità Conad,13.30 € / Kg,Carne e salumi,0.3 kg
"Aia Carne al Fuoco Verzino Aperto Senza Pelle 0,400 kg",13.98 € / Kg,Carne e salumi,0.4 kg
Carne di Bovino in gelatina 3 x 140 g Conad,9.50 € / Kg,Carne e salumi,0.42 kg
Carne di Bovino in gelatina 3 x 90 g Conad,11.07 € / Kg,Carne e salumi,0.27 kg
Montana Jambonet 200 g,6.25 € / Kg,Carne e salumi,0.2 kg
