,Category,Product,Price
2428,"LATTICINI, SALUMI E FORMAGGI","Smart, salame piccante 150 g","Euro 13,81 / kg"
2429,"LATTICINI, SALUMI E FORMAGGI","Smart, formaggio a pasta filata 540 g","Euro 6,63 / kg"
2430,"LATTICINI, SALUMI E FORMAGGI","Granarolo, Accadì stracchino senza lattosio 100 g","Euro 18,30 / kg"
2431,"LATTICINI, SALUMI E FORMAGGI","Bayernland, crème fraìche panna acida 200 g","Euro 7,45 / kg"
2432,"LATTICINI, SALUMI E FORMAGGI","Esselunga Top, latte fresco parzialmente scremato prodotto di montagna 1 l","Euro 1,79 / l"
2433,"LATTICINI, SALUMI E FORMAGGI","Smart, Wurstel maxi di pollo e tacchino 1 kg","Euro 2,59 / kg"
2434,"LATTICINI, SALUMI E FORMAGGI","Caseificio Longo, Tomino del Boscaiolo 180 g","Euro 15,50 / kg"
2435,"LATTICINI, SALUMI E FORMAGGI","Le Naturelle, 6 Uova Fresche da Allevamento a Terra","Euro 0,42 / pz"
2436,"LATTICINI, SALUMI E FORMAGGI","Parmalat, Zymil yogurt alla greca bianco 150 g","Euro 11,14 / kg"
2437,"LATTICINI, SALUMI E FORMAGGI","Fratelli Beretta, salamini classico conf. 2x42,5 g","Euro 22,48 / kg"
2438,"LATTICINI, SALUMI E FORMAGGI","Parmareggio, Snack & Vai! Parmigiano Reggiano DOP e tarallini Gran Pavesi 37 g","Euro 24,60 / kg"
2439,"LATTICINI, SALUMI E FORMAGGI","Deliziosa, nodino di mozzarella 200 g","Euro 11,50 / kg"
2440,"LATTICINI, SALUMI E FORMAGGI","Cuore di Mamma Dessert, coeur fondant al cioccolato fondente 100 g","Euro 19,90 / kg"
2441,"LATTICINI, SALUMI E FORMAGGI","Müller, yogurt cremoso con frutta frullata fragola/banana/albicocca/pesca conf. 8x125 g","Euro 4,99 / kg"
2442,"LATTICINI, SALUMI E FORMAGGI","Smart, stracchino 500 g","Euro 6,79 / kg"
2443,"LATTICINI, SALUMI E FORMAGGI","Elakis, pasta fillo 300 g","Euro 6,64 / kg"
2444,"LATTICINI, SALUMI E FORMAGGI","Scamorza Affumicata, 80 g","Euro 26,13 / kg"
2445,"LATTICINI, SALUMI E FORMAGGI","Leerdammer, Original 150 g","Euro 17,94 / kg"
2446,"LATTICINI, SALUMI E FORMAGGI","Colla, Parmigiano Reggiano DOP scaglie 100 g","Euro 28,50 / kg"
2447,"LATTICINI, SALUMI E FORMAGGI","Nestlè, Fruttolo pesca e albicocca, mela e pera, fragola e banana conf. 6x50 g","Euro 6,97 / kg"
2448,"LATTICINI, SALUMI E FORMAGGI","Tulip, Bacon pancetta affumicata a fette 150 g","Euro 14,34 / kg"
2449,"LATTICINI, SALUMI E FORMAGGI","Origgi, Fesa di Tacchino affettata fresca","Euro 20,99 / kg"
2450,"LATTICINI, SALUMI E FORMAGGI","Aia, aeQuilibrium petto di tacchino arrosto cotto al forno 120 g","Euro 24,92 / kg"
2451,"LATTICINI, SALUMI E FORMAGGI","Ferrari, Swiss Switzerland 250 g","Euro 14,36 / kg"
2452,"LATTICINI, SALUMI E FORMAGGI","Parmareggio, Parmigiano Reggiano DOP grattugiato fresco 100 g","Euro 29,80 / kg"
2453,"LATTICINI, SALUMI E FORMAGGI","Müller, crema di yogurt bianco 500 g","Euro 3,74 / kg"
2454,"LATTICINI, SALUMI E FORMAGGI","Milk, Pro High Protein 17g mousse al gusto cioccolato 170 g","Euro 11,12 / kg"
2455,"LATTICINI, SALUMI E FORMAGGI","AR Alimentari, scamorza dolce 90 g","Euro 22,00 / kg"
2456,"LATTICINI, SALUMI E FORMAGGI","Recla, Speck Alto Adige IGP taglio sottile 100 g","Euro 38,90 / kg"
2457,"LATTICINI, SALUMI E FORMAGGI","Granarolo, Accadì ricottine senza lattosio conf. 2x100 g","Euro 8,00 / kg"
2458,"LATTICINI, SALUMI E FORMAGGI","Nesquik, bevanda a base di latte e cacao conf. 3x180 ml","Euro 4,43 / l"
2459,"LATTICINI, SALUMI E FORMAGGI","Beppino Occelli, burro 125 g","Euro 27,92 / kg"
2460,"LATTICINI, SALUMI E FORMAGGI","Latteria sociale Valtellina, latte fresco di montagna parzialmente scremato 1 l","Euro 2,09 / l"
2461,"LATTICINI, SALUMI E FORMAGGI","Parmalat, Chef besciamella 500 ml","Euro 5,72 / l"
2462,"LATTICINI, SALUMI E FORMAGGI","Granarolo, Accadì alta digeribilità latte UHT senza lattosio senza grassi 1 l","Euro 1,99 / l"
2463,"LATTICINI, SALUMI E FORMAGGI","Parmalat, Chef Leggera panna UHT conf. 3x125 ml","Euro 8,80 / l"
2464,"LATTICINI, SALUMI E FORMAGGI","Exquisa, Senza Lattosio fiocchi di latte 150 g","Euro 11,27 / kg"
2465,"LATTICINI, SALUMI E FORMAGGI","Citterio, prosciutto cotto alta qualità taglio sottile 110 g","Euro 28,10 / kg"
2466,"LATTICINI, SALUMI E FORMAGGI","Lurpak, burro leggermente salato 200 g","Euro 14,95 / kg"
2467,"LATTICINI, SALUMI E FORMAGGI","Nestlé, Mio Formaggino Gusto Classico 6 pezzi 125 g","Euro 14,96 / kg"
2468,"LATTICINI, SALUMI E FORMAGGI","Fratelli Beretta, La Fresca Salumeria prosciutto cotto Alta Qualità a fette 120 g","Euro 30,51 / kg"
2469,"LATTICINI, SALUMI E FORMAGGI","Nonno Nanni, Robiola 100 g","Euro 20,10 / kg"
2470,"LATTICINI, SALUMI E FORMAGGI","Mauri, Bontàleggio Taleggio DOP 200 g","Euro 14,50 / kg"
2471,"LATTICINI, SALUMI E FORMAGGI","Camoscio d'Oro, l'Originale 200 g","Euro 15,95 / kg"
2472,"LATTICINI, SALUMI E FORMAGGI","Le Naturelle, Biologico albume d'uovo biologico 250 g","Euro 9,16 / l"
2473,"LATTICINI, SALUMI E FORMAGGI","Recla, Wiener original Südtirol wurstel di puro suino 180 g","Euro 15,50 / kg"
2474,"LATTICINI, SALUMI E FORMAGGI","Smart, yogurt magro alla pesca e maracuja da bere 500 g","Euro 2,18 / kg"
2475,"LATTICINI, SALUMI E FORMAGGI","Valsoia, Bontà e Salute cucina 200 ml","Euro 6,95 / l"
2476,"LATTICINI, SALUMI E FORMAGGI","Fattorie Osella, Linea formaggio fresco primosale senza lattosio 125 g","Euro 20,00 / kg"
2477,"LATTICINI, SALUMI E FORMAGGI",Sterzing Vipiteno Sapori di Vipiteno yogurt al melograno e mora conf. 2x125 g,"Euro 5,00 / kg"
2478,"LATTICINI, SALUMI E FORMAGGI","Igor, Gorgonzola dolce 150 g","Euro 11,61 / kg"
2479,"LATTICINI, SALUMI E FORMAGGI","Sterzing Vipiteno, 0,1% grassi yogurt magro bianco conf. 8x125 g","Euro 3,99 / kg"
2480,"LATTICINI, SALUMI E FORMAGGI","Latteria Soresina, burro 125 g","Euro 14,32 / kg"
2481,"LATTICINI, SALUMI E FORMAGGI","Milk, PRO 35g high protein cacao 350 g","Euro 6,55 / kg"
2482,"LATTICINI, SALUMI E FORMAGGI","Philadelphia, Benessere Protein formaggio fresco spalmabile proteico 175 g","Euro 13,09 / kg"
2483,"LATTICINI, SALUMI E FORMAGGI","Danone, Danette crema al cioccolato conf. 4x125 g","Euro 4,98 / kg"
2484,"LATTICINI, SALUMI E FORMAGGI","Fattorie Osella, la Robiola formaggio fresco senza lattosio 100 g","Euro 22,90 / kg"
2485,"LATTICINI, SALUMI E FORMAGGI","Alpiyò Valtellina, yogurt naturale 125 g","Euro 6,96 / kg"
2486,"LATTICINI, SALUMI E FORMAGGI","Milk, Kefir muesli e frutti di bosco 160 g","Euro 9,32 / kg"
2487,"LATTICINI, SALUMI E FORMAGGI","Murgella, stracciatella di burrata con cuore di panna 250 g","Euro 15,56 / kg"
2488,"LATTICINI, SALUMI E FORMAGGI","Sterzing Vipiteno, 0,1% grassi yogurt magro bianco 1 kg","Euro 3,29 / kg"
2489,"LATTICINI, SALUMI E FORMAGGI","Ferrari, Grana Padano DOP grattugiato 200 g","Euro 26,45 / kg"
2490,"LATTICINI, SALUMI E FORMAGGI","Granarolo, Kefir Bianco Naturale 500 g","Euro 2,84 / kg"
2491,"LATTICINI, SALUMI E FORMAGGI","Müller, crema di yogurt bianco conf. 8x125 g","Euro 3,75 / kg"
2492,"LATTICINI, SALUMI E FORMAGGI","Nonno Nanni, Squaquerello 125 g","Euro 18,00 / kg"
2493,"LATTICINI, SALUMI E FORMAGGI","Smart, Coppa a fette 150 g","Euro 15,94 / kg"
2494,"LATTICINI, SALUMI E FORMAGGI","Rosa dell'Angelo, prosciutto cotto nostrano a fette  110 g","Euro 53,90 / kg"
2495,"LATTICINI, SALUMI E FORMAGGI","Danone, Danacol bianco conf. 8x100 g","Euro 7,37 / kg"
2496,"LATTICINI, SALUMI E FORMAGGI","Müller, Senza Lattosio yogurt cremoso bianco conf. 2x125 g","Euro 6,32 / kg"
2497,"LATTICINI, SALUMI E FORMAGGI","Fage, BeFree senza lattosio naturale 150 g","Euro 6,61 / kg"
2498,"LATTICINI, SALUMI E FORMAGGI","Castelli, Delizia Campana Mozzarella di Bufala Campana DOP conf. 3x180 g - peso netto sgocc. conf. 3x100 g","Euro 11,64 / kg"
2499,"LATTICINI, SALUMI E FORMAGGI","Babybel, Mini Original conf. 5x22g","Euro 18,10 / kg"
2500,"LATTICINI, SALUMI E FORMAGGI","Vallelata, Mozzarella di Bufala Campana DOP 180 g","Euro 15,78 / kg"
2501,"LATTICINI, SALUMI E FORMAGGI","Effesalumi, Mignon di suino  220 g","Euro 15,50 / kg"
2502,"LATTICINI, SALUMI E FORMAGGI","Milk, yogurt da bere alla fragola 500 g","Euro 2,78 / kg"
2503,"LATTICINI, SALUMI E FORMAGGI","Alpro, Più Frutta+ No Zuccheri Aggiunti mango 135 g","Euro 11,04 / kg"
2504,"LATTICINI, SALUMI E FORMAGGI","Latte Ca' Granda, Bio latte parzialmente scremato microfiltrato 1 l","Euro 1,79 / l"
2505,"LATTICINI, SALUMI E FORMAGGI","Ferrari, GranMix Fila e Gusta 135g","Euro 18,45 / kg"
2506,"LATTICINI, SALUMI E FORMAGGI","Fattorie Garofalo, Bufala Mozzarella di Bufala Campana DOP 125 g","Euro 19,92 / kg"
2507,"LATTICINI, SALUMI E FORMAGGI","Fattorie Garofalo, Bufala Mozzarella di Bufala Campana DOP 125 g","Euro 19,92 / kg"
2508,"LATTICINI, SALUMI E FORMAGGI","Leerdammer, Original 330 g","Euro 15,13 / kg"
2509,"LATTICINI, SALUMI E FORMAGGI","Smart, besciamella 500 ml","Euro 2,18 / l"
2510,"LATTICINI, SALUMI E FORMAGGI","Ferrari, Grana Padano DOP Riserva grattugiato 60 g","Euro 33,17 / kg"
2511,"LATTICINI, SALUMI E FORMAGGI","Cademartori, Quartirolo Lombardo DOP 200 g","Euro 13,95 / kg"
2512,"LATTICINI, SALUMI E FORMAGGI","Antiche Bontà, ricottina vaccina  350 g","Euro 9,49 / kg"
2513,"LATTICINI, SALUMI E FORMAGGI","Mila, Latte di Montagna UHT parzialmente scremato 1 l","Euro 1,79 / l"
2514,"LATTICINI, SALUMI E FORMAGGI","Framon, Prosciutto San Daniele DOP taglio sottile 90 g","Euro 64,34 / kg"
2515,"LATTICINI, SALUMI E FORMAGGI","Golfera, Golfetta salame a fette 100 g","Euro 39,80 / kg"
2516,"LATTICINI, SALUMI E FORMAGGI","Nestlè, Nesquik Snack cacao conf. 5x26 g","Euro 12,70 / kg"
2517,"LATTICINI, SALUMI E FORMAGGI","Citterio, Sofficette L'Originale salame di Milano a fette 60 g","Euro 30,84 / kg"
2518,"LATTICINI, SALUMI E FORMAGGI","Mec Palmieri, Mortadella Favola affettata fresca 100 g","Euro 14,90 / kg"
2519,"LATTICINI, SALUMI E FORMAGGI","Danone, Actimel alla fragola conf. 6x100 g","Euro 5,99 / kg"
2520,"LATTICINI, SALUMI E FORMAGGI","Philadelphia, Benessere formaggio fresco spalmabile preparato con yogurt alla greca 175 g","Euro 11,26 / kg"
2521,"LATTICINI, SALUMI E FORMAGGI","Iag, prosciutto cotto prontafetta trancio 400 g","Euro 7,98 / kg"
2522,"LATTICINI, SALUMI E FORMAGGI","Parmissimo, Parmigiano Reggiano DOP grattugiato fresco 160 g","Euro 25,63 / kg"
2523,"LATTICINI, SALUMI E FORMAGGI","Alpiyò Valtellina, yogurt con miele e pappa reale 125 g","Euro 6,96 / kg"
2524,"LATTICINI, SALUMI E FORMAGGI","Sterzing Vipiteno, yogurt intero bianco conf. 8x125 g","Euro 3,99 / kg"
2525,"LATTICINI, SALUMI E FORMAGGI","Müller, Mix 2 yogurt bianco più fiocchi di cioccolato 2 yogurt bianco più anelli di cioccolato conf. 4x150 g","Euro 6,86 / kg"
2526,"LATTICINI, SALUMI E FORMAGGI","Granarolo, Benessere mozzarella ad alto contenuto di proteine 100 g","Euro 14,80 / kg"
2527,"LATTICINI, SALUMI E FORMAGGI","Caseificio Val d'Aveto, Lo yogurt colato con pistacchio 150 g","Euro 12,61 / kg"
2528,"LATTICINI, SALUMI E FORMAGGI","Granarolo, latte UHT parzialmente scremato 500 ml","Euro 2,28 / l"
2529,"LATTICINI, SALUMI E FORMAGGI",Parmigiano Reggiano DOP  800 g,"Euro 14,49 / kg"
2530,"LATTICINI, SALUMI E FORMAGGI","Valle Di, La Scamorzina affumicata al naturale 300 g","Euro 8,14 / kg"
2531,"LATTICINI, SALUMI E FORMAGGI","Citterio, La Merenda salame di Milano senza glutine conf. 3x30 g","Euro 39,34 / kg"
2532,"LATTICINI, SALUMI E FORMAGGI","Spinosa, Mozzarella di Latte di Bufala 100% Italiano conf. 3x250 g - peso netto sgocc. conf. 3x125 g","Euro 14,64 / kg"
2533,"LATTICINI, SALUMI E FORMAGGI","Lupara, Mozzarella di Bufala Campana DOP bocconcini 420 g - peso netto sgocc. 200 g","Euro 17,95 / kg"
2534,"LATTICINI, SALUMI E FORMAGGI","Smart, Robiola conf. 2x100 g","Euro 8,75 / kg"
2535,"LATTICINI, SALUMI E FORMAGGI","Pozzoli, Bresaola della Valtellina IGP a fette 70 g","Euro 64,15 / kg"
2536,"LATTICINI, SALUMI E FORMAGGI","Ferrari, Parmigiano Reggiano DOP Prodotti di montagna 24 mesi grattugiato fresco 60 g","Euro 34,17 / kg"
2537,"LATTICINI, SALUMI E FORMAGGI","Alpro, Absolutely Coconut stracciatella 120 g","Euro 12,42 / kg"
2538,"LATTICINI, SALUMI E FORMAGGI","Ehrmann, High Protein Chocolate*** & Topping with Protein 200 g","Euro 11,45 / kg"
2539,"LATTICINI, SALUMI E FORMAGGI","Valsoia, Yosoi al mirtillo conf. 2x125 g","Euro 6,76 / kg"
2540,"LATTICINI, SALUMI E FORMAGGI","Sterzing Vipiteno, Bio 0,1% grassi yogurt magro bianco 150 g","Euro 7,21 / kg"
2541,"LATTICINI, SALUMI E FORMAGGI","Latteria Soresina, Gran Soresina Grana Padano DOP gratuggiato 100 g","Euro 11,90 / kg"
2542,"LATTICINI, SALUMI E FORMAGGI","Parmalat, Malù Coppa classica al cioccolato conf. 2x100 g","Euro 8,90 / kg"
2543,"LATTICINI, SALUMI E FORMAGGI","Borgo Rovagnati, petto di tacchino arrosto a fette 100 g","Euro 47,90 / kg"
2544,"LATTICINI, SALUMI E FORMAGGI","Latte Ca' Granda, Bio latte intero microfiltrato 1 l","Euro 1,79 / l"
2545,"LATTICINI, SALUMI E FORMAGGI","Delizie dell'Emilia, taglio sottile a fette 100 g","Euro 54,90 / kg"
2546,"LATTICINI, SALUMI E FORMAGGI","Negroni, Gran Crudo a fette 80 g","Euro 68,88 / kg"
2547,"LATTICINI, SALUMI E FORMAGGI","Bellentani, Belle & Magre prosciutto cotto a fette 100 g","Euro 21,50 / kg"
2548,"LATTICINI, SALUMI E FORMAGGI","Smart, würstel conf. 5x100 g","Euro 4,90 / kg"
2549,"LATTICINI, SALUMI E FORMAGGI","Recla, Speck Alto Adige IGP a fette 90 g","Euro 46,34 / kg"
2550,"LATTICINI, SALUMI E FORMAGGI","Yomo, yogurt intero con caffè conf. 2x125 g","Euro 5,96 / kg"
2551,"LATTICINI, SALUMI E FORMAGGI","Parmalat, Bontà e Linea latte UHT parzialmente scremato conf. 6x250 ml","Euro 3,96 / l"
2552,"LATTICINI, SALUMI E FORMAGGI","Sveltesse, I Love Kefir bianco naturale 170 g","Euro 7,00 / kg"
2553,"LATTICINI, SALUMI E FORMAGGI","Maia, Le naturelle 6 uova fresche grandissime da allevamento a terra","Euro 0,54 / pz"
2554,"LATTICINI, SALUMI E FORMAGGI","Granarolo, Accadì mozzarella fiordilatte senza lattosio 240 g - peso netto sgocc. 100 g","Euro 16,90 / kg"
2555,"LATTICINI, SALUMI E FORMAGGI","Fattoria Scaldasole, Teddi bio yogurt biologico all'albicocca conf. 2x115 g","Euro 8,61 / kg"
2556,"LATTICINI, SALUMI E FORMAGGI","Müller, yogurt cremoso alla stracciatella conf. 2x125 g","Euro 6,60 / kg"
2557,"LATTICINI, SALUMI E FORMAGGI","Sila & Sila F.lli Falcone, Spianata di Calabria piccante a fette 90 g","Euro 30,12 / kg"
2558,"LATTICINI, SALUMI E FORMAGGI","Philadelphia, formaggio fresco spalmabile con Erbe Mediterranee 150 g","Euro 15,67 / kg"
2559,"LATTICINI, SALUMI E FORMAGGI","Entremont, Emmental francese 135 g","Euro 16,08 / kg"
2560,"LATTICINI, SALUMI E FORMAGGI","Parmareggio, burro senza lattosio 100 g","Euro 16,00 / kg"
2561,"LATTICINI, SALUMI E FORMAGGI","Müller, yogurt con frutta in pezzi alla ciliegia 500 g","Euro 4,18 / kg"
2562,"LATTICINI, SALUMI E FORMAGGI","Sojasun, Natural soia fermentata bianco naturale conf. 4x100 g","Euro 5,73 / kg"
2563,"LATTICINI, SALUMI E FORMAGGI","Leerdammer, Xtra Sottili 8 fette 10 g","Euro 21,13 / kg"
2564,"LATTICINI, SALUMI E FORMAGGI","Galbani, Certosa crescenza senza lattosio 165 g","Euro 9,40 / kg"
2565,"LATTICINI, SALUMI E FORMAGGI","Philadelphia, Light formaggio fresco spalmabile conf. 2x80 g","Euro 18,63 / kg"
2566,"LATTICINI, SALUMI E FORMAGGI","Granarolo, Latte UHT intero 1 l","Euro 1,79 / l"
2567,"LATTICINI, SALUMI E FORMAGGI","Aia, aeQuilibrium Fior di Gusto Tacchino cotto al forno a fette 120 g","Euro 23,26 / kg"
2568,"LATTICINI, SALUMI E FORMAGGI","Gigi, Bacon pancetta affumicata a fette 100 g","Euro 24,90 / kg"
2569,"LATTICINI, SALUMI E FORMAGGI","Recla, Servelade original Südtirol wurstel di puro suino 200 g","Euro 12,55 / kg"
2570,"LATTICINI, SALUMI E FORMAGGI","Parmalat, Omega3 plus latte UHT 1 l","Euro 1,90 / l"
2571,"LATTICINI, SALUMI E FORMAGGI","Aia, aeQuilibrium bresaola di tacchino a fette 100 g","Euro 35,10 / kg"
2572,"LATTICINI, SALUMI E FORMAGGI","Yomino, 100% naturale yogurt e fragole conf. 4x80 g","Euro 8,41 / kg"
2573,"LATTICINI, SALUMI E FORMAGGI","Kinder, Pinguì al cocco conf. 4x30 g","Euro 17,92 / kg"
2574,"LATTICINI, SALUMI E FORMAGGI","Caseificio Valcolatte, Riccotta spalmabile 150 g","Euro 8,21 / kg"
2575,"LATTICINI, SALUMI E FORMAGGI","Parmareggio, l'ABC Maxi Parmigiano Reggiano cracker, thè al limone","Euro 5,11 / kg"
2576,"LATTICINI, SALUMI E FORMAGGI","Citterio, Sofficette petto di pollo al forno a fette 60 g","Euro 35,01 / kg"
2577,"LATTICINI, SALUMI E FORMAGGI","Müller, Fruit Passion alla pesca & maracuja conf. 2x125 g","Euro 6,60 / kg"
2578,"LATTICINI, SALUMI E FORMAGGI","Girau, latte di capra UHT 100% sardo 1,6% di grassi 1 l","Euro 3,19 / l"
2579,"LATTICINI, SALUMI E FORMAGGI","Parmalat, Zymil Buono Digeribile latte UHT alta digeribilità senza lattosio conf. 6x250 ml","Euro 3,56 / l"
2580,"LATTICINI, SALUMI E FORMAGGI","Müller, Bianco Crema di yogurt conf. 2x125 g","Euro 5,00 / kg"
2581,"LATTICINI, SALUMI E FORMAGGI","Smart, fettine di formaggio fuso magro 50 pezzi 1 kg","Euro 4,98 / kg"
2582,"LATTICINI, SALUMI E FORMAGGI","Optimus, burro 250 g","Euro 12,76 / kg"
2583,"LATTICINI, SALUMI E FORMAGGI","Brimi, mozzarella conf. 4x175 g - peso netto sgocc.4x100 g","Euro 13,45 / kg"
2584,"LATTICINI, SALUMI E FORMAGGI","Galbani, Galbanino il Senza Lattosio 230 g","Euro 13,00 / kg"
2585,"LATTICINI, SALUMI E FORMAGGI","Fage, Total 0% grassi 950 g","Euro 6,05 / kg"
2586,"LATTICINI, SALUMI E FORMAGGI","Mila, yogurt bianco al fior di latte 1 kg","Euro 3,39 / kg"
2587,"LATTICINI, SALUMI E FORMAGGI","Philadelphia,  formaggio fresco spalmabile con salmone Norvegese 150 g","Euro 15,67 / kg"
2588,"LATTICINI, SALUMI E FORMAGGI","Vallelata, Cuor di Ricotta 230 g","Euro 7,96 / kg"
2589,"LATTICINI, SALUMI E FORMAGGI","Danone, Activia Fibre latte fermentato all'avena e noci conf. 4X125 g","Euro 3,98 / kg"
2590,"LATTICINI, SALUMI E FORMAGGI","Buitoni, Focaccia la Soffice pasta fresca per focaccia rotonda rotolo 375 g","Euro 7,20 / kg"
2591,"LATTICINI, SALUMI E FORMAGGI","Buitoni, Focaccia la Soffice pasta fresca per focaccia rotonda rotolo 375 g","Euro 7,20 / kg"
2592,"LATTICINI, SALUMI E FORMAGGI","Prealpi, burro chiarificato da latte italiano 250 g","Euro 19,16 / kg"
2593,"LATTICINI, SALUMI E FORMAGGI","Parmalat, Bontà e gusto latte UHT intero 1 l","Euro 1,59 / l"
2594,"LATTICINI, SALUMI E FORMAGGI","Danone, Activia Fibre latte fermentato avena noci/pera cereali/kiwi cereali/bianco cereali conf. 8x125 g","Euro 4,59 / kg"
2595,"LATTICINI, SALUMI E FORMAGGI","Casa Modena, Snack & Vai! Dischetti al prosciutto cotto e tarallini Gran Pavesi 50 g","Euro 25,60 / kg"
2596,"LATTICINI, SALUMI E FORMAGGI","Citterio, Tagliofresco Bresaola della Valtellina IGP a fette 100 g","Euro 59,90 / kg"
2597,"LATTICINI, SALUMI E FORMAGGI","Valle', Omega 3 250 g","Euro 7,96 / kg"
2598,"LATTICINI, SALUMI E FORMAGGI","Citterio, Taglio Fresco Prosciutto del Poggio prosciutto crudo a fette 70 g","Euro 52,29 / kg"
2599,"LATTICINI, SALUMI E FORMAGGI","Sterilgarda, besciamella 200 ml","Euro 5,45 / l"
2600,"LATTICINI, SALUMI E FORMAGGI","Rosa dell'Angelo, pancetta per carbonara a cubetti 140 g","Euro 42,40 / kg"
2601,"LATTICINI, SALUMI E FORMAGGI","Sterilgarda, latte UHT Alta Digeribilità senza lattosio 1 l","Euro 1,83 / l"
2602,"LATTICINI, SALUMI E FORMAGGI","Citterio, Salame Milano affettato fresco 100 g","Euro 27,99 / kg"
2603,"LATTICINI, SALUMI E FORMAGGI","Parmareggio, Parmigiano Reggiano DOP 30 Mesi  400 g","Euro 23,50 / kg"
2604,"LATTICINI, SALUMI E FORMAGGI","Citterio, Un Due Tris! Salame, con formaggio e crostini 100 g","Euro 25,70 / kg"
2605,"LATTICINI, SALUMI E FORMAGGI","Emmentaler, Switzerland DOP 200 g","Euro 27,45 / kg"
2606,"LATTICINI, SALUMI E FORMAGGI","Parmareggio, Parmigiano Reggiano DOP Oltre 40 mesi 250 g","Euro 27,96 / kg"
2607,"LATTICINI, SALUMI E FORMAGGI","Campina, cheddar formaggio in fette 100 g","Euro 15,90 / kg"
2608,"LATTICINI, SALUMI E FORMAGGI","Granarolo, Accadì latte UHT Senza Grassi 500 ml","Euro 2,38 / l"
2609,"LATTICINI, SALUMI E FORMAGGI","Aia, aeQuilibrium petto di pollo arrosto cotto al forno 130 g","Euro 23,00 / kg"
2610,"LATTICINI, SALUMI E FORMAGGI","Müller, bianco 0% grassi 500 g","Euro 3,98 / kg"
2611,"LATTICINI, SALUMI E FORMAGGI","Zorbas, Yogreko 100% Capra 150 g","Euro 11,94 / kg"
2612,"LATTICINI, SALUMI E FORMAGGI","Sojasun, Bifidus bianco 400 g","Euro 5,23 / kg"
2613,"LATTICINI, SALUMI E FORMAGGI","AR Alimentari, Mozzarella Naturalmente priva di lattosio 90 g","Euro 22,00 / kg"
2614,"LATTICINI, SALUMI E FORMAGGI","Parmalat, Zymil Bio alta digeribilità latte UHT 1 l","Euro 1,79 / l"
2615,"LATTICINI, SALUMI E FORMAGGI","Fage, Fruyo 0% grassi vaniglia 150 g","Euro 6,61 / kg"
2616,"LATTICINI, SALUMI E FORMAGGI","Caseificio Longo, Tomino del Boscaiolo 180 g","Euro 20,56 / kg"
2617,"LATTICINI, SALUMI E FORMAGGI","Parmareggio, burro 400 g","Euro 13,98 / kg"
2618,"LATTICINI, SALUMI E FORMAGGI","Parmalat, Chef  panna UHT al salmone conf. 2x125 ml","Euro 10,20 / l"
2619,"LATTICINI, SALUMI E FORMAGGI","Devodier, prosciutto stagionato 30 mesi a fette 100 g","Euro 82,90 / kg"
2620,"LATTICINI, SALUMI E FORMAGGI",Prosciutto cotto Praga taglio sottile 100 g,"Euro 54,90 / kg"
2621,"LATTICINI, SALUMI E FORMAGGI","Ciccioli,  200 g","Euro 13,90 / kg"
2622,"LATTICINI, SALUMI E FORMAGGI","CAO Formaggi, Pecorino Romano DOP  300 g","Euro 19,99 / kg"
2623,"LATTICINI, SALUMI E FORMAGGI","Casa Modena, Teneroni la Merenda Brioche salata artigianale con salame Gran Magro 170 g","Euro 11,71 / kg"
2624,"LATTICINI, SALUMI E FORMAGGI","Nestlè, Fruttolo Smarties yogurt alla fragola 120 g","Euro 9,59 / kg"
2625,"LATTICINI, SALUMI E FORMAGGI","Vallè, Naturalmente 100% vegetale conf. 2x250 g","Euro 5,58 / kg"
2626,"LATTICINI, SALUMI E FORMAGGI","Origgi, Petto di Pollo affettato fresco 100 g","Euro 18,99 / kg"
2627,"LATTICINI, SALUMI E FORMAGGI","Abbot Kinney's, coco star original biologico 125 ml","Euro 17,52 / kg"
2628,"LATTICINI, SALUMI E FORMAGGI","Quaja Veneta, 18 uova di quaglia fresche","Euro 0,19 / pz"
2629,"LATTICINI, SALUMI E FORMAGGI","Recla, Speck Alto Adige IGP a cubetti 100 g","Euro 31,90 / kg"
2630,"LATTICINI, SALUMI E FORMAGGI","Fratelli Beretta, Bacon a fette 100 g","Euro 35,80 / kg"
