Category,Product,Price,Quantity
frutta e verdura,"esselunga bio, castagne 100 g",26.90 € / kg,0.1 kg
frutta e verdura,"esselunga bio, arachidi tostate con guscio biologiche 250 g",9.96 € / kg,0.25 kg
frutta e verdura,"esselunga bio, noci biologiche 400 g",12.48 € / kg,0.4 kg
frutta e verdura,"esselunga, mandorle sgusciate 250 g",17.96 € / kg,0.25 kg
frutta e verdura,"esselunga bio, ginger biologico 250 g",8.72 € / kg,0.25 kg
frutta e verdura,"esselunga, rosmarino in vaso diam. 14 cm",2.15 € / pz,
frutta e verdura,"esselunga, peperoni grigliati 250 g",11.92 € / kg,0.25 kg
frutta e verdura,"esselunga, peperonata confezionata 310 g",8.33 € / kg,0.31 kg
frutta e verdura,"esselunga, salvia in vaso diam. 14 cm",2.15 € / pz,
frutta e verdura,"uva rosada red globe,  800 g",3.85 € / kg,0.8 kg
frutta e verdura,"esselunga bio, fagiolini boby verdi biologici 300 g",10.94 € / kg,0.3 kg
frutta e verdura,"esselunga bio, cetrioli biologici  800 g",2.78 € / kg,0.8 kg
frutta e verdura,"esselunga, arance valencia-late confezionate 2 kg",1.49 € / kg,2.0 kg
frutta e verdura,"esselunga bio, anacardi al naturale sgusciati 100 g",24.90 € / kg,0.1 kg
frutta e verdura,"esselunga, zucchine grigliate 250 g",11.92 € / kg,0.25 kg
frutta e verdura,"esselunga, tris grigliato peperoni carote e zucchine 250 g",11.92 € / kg,0.25 kg
frutta e verdura,"lime,  400 g",4.98 € / kg,0.4 kg
frutta e verdura,"esselunga, noci sgusciate 40 g",24.75 € / kg,0.04 kg
frutta e verdura,"esselunga, mango essiccato 125 g",23.92 € / kg,0.125 kg
frutta e verdura,"esselunga bio, frutta frullata pera conf. 2x100 g",7.45 € / kg,0.2 kg
frutta e verdura,"esselunga bio, zucca biologica  1250 g",2.48 € / kg,1.25 kg
frutta e verdura,"esselunga bio, scalogno biologico 300 g",7.94 € / kg,0.3 kg
frutta e verdura,"esselunga bio, meloni biologici  1000 g",3.78 € / kg,1.0 kg
frutta e verdura,olive nere baresane dolci 250 g,7.92 € / kg,0.25 kg
frutta e verdura,"treccia tris, confezionata 500 g",7.96 € / kg,0.5 kg
frutta e verdura,"peperoncini piccanti verdi o rossi assortiti, confezionati  400 g",3.48 € / kg,0.4 kg
frutta e verdura,olive verdi denocciolate condite 500 g,7.96 € / kg,0.5 kg
frutta e verdura,"esselunga,  nocciola di giffoni igp tostata e pelata 250 g",25.16 € / kg,0.25 kg
frutta e verdura,"esselunga bio, kiwi biologici  800 g",3.98 € / kg,0.8 kg
frutta e verdura,"esselunga bio, cetriolo lungo biologico 200 g",4.90 € / kg,0.2 kg
frutta e verdura,"esselunga, naturama cetrioli 500 g",3.76 € / kg,0.5 kg
frutta e verdura,"esselunga, anacardi sgusciati 50 g",19.80 € / kg,0.05 kg
frutta e verdura,"esselunga, bio frutta frullata mela e banana conf. 2x100 g",7.45 € / kg,0.2 kg
frutta e verdura,"esselunga bio, frutta frullata mela conf. 2x100 g",7.45 € / kg,0.2 kg
frutta e verdura,"esselunga, mandorle sgusciate 40 g",24.75 € / kg,0.04 kg
frutta e verdura,"esselunga, finocchi grigliati 230 g",12.96 € / kg,0.23 kg
frutta e verdura,"esselunga, zucchine tonde confezionate  750 g",2.18 € / kg,0.75 kg
frutta e verdura,"esselunga bio, mix di frutta secca biologica 150 g",21.94 € / kg,0.15 kg
frutta e verdura,"esselunga, cocco essiccato 100 g",24.90 € / kg,0.1 kg
frutta e verdura,"esselunga, mix con mirtilli rossi 180 g",20.50 € / kg,0.18 kg
frutta e verdura,"esselunga bio, frutta frullata mela e albicocca conf. 2x100 g",7.45 € / kg,0.2 kg
frutta e verdura,"esselunga, tris di cavoli al vapore 250 g",11.92 € / kg,0.25 kg
frutta e verdura,"cetrioli lunghi,  400 g",2.98 € / kg,0.4 kg
frutta e verdura,"bioagricola bosco, origano di sicilia 25 g",91.60 € / kg,0.025 kg
frutta e verdura,"esselunga bio, frutta frullata mela e prugna conf. 2x100 g",7.45 € / kg,0.2 kg
frutta e verdura,"esselunga, nocciole tostate pelate 40 g",24.75 € / kg,0.04 kg
frutta e verdura,"esselunga bio, anacardi tostati sgusciati biologici 200 g",26.45 € / kg,0.2 kg
frutta e verdura,"melone giallo,  1800 g",1.88 € / kg,1.8 kg
frutta e verdura,"esselunga bio, frutta frullata mela e mirtillo conf. 2x100 g",7.45 € / kg,0.2 kg
frutta e verdura,"esselunga bio, frutta frullata mela e pesca conf. 2x100 g",7.45 € / kg,0.2 kg
frutta e verdura,"esselunga, fagiolini al vapore 250 g",11.92 € / kg,0.25 kg
frutta e verdura,"esselunga bio, anacardi sgusciati biologici 30 g",39.67 € / kg,0.03 kg
frutta e verdura,"esselunga, ananas essiccato 100 g",24.90 € / kg,0.1 kg
frutta e verdura,"esselunga bio, noci sgusciate biologiche 30 g",39.67 € / kg,0.03 kg
frutta e verdura,"cetrioli barattieri,  550 g",2.58 € / kg,0.55 kg
frutta e verdura,"esselunga bio, mandorle sgusciate biologiche 30 g",39.67 € / kg,0.03 kg
frutta e verdura,"esselunga, mix con uva cilena 180 g",20.50 € / kg,0.18 kg
frutta e verdura,"esselunga, mandorle pelate 40 g",24.75 € / kg,0.04 kg
frutta e verdura,"esselunga bio, spinaci biologici 400 g",7.20 € / kg,0.4 kg
frutta e verdura,"esselunga, mix delizioso 75 g",13.21 € / kg,0.075 kg
frutta e verdura,"esselunga, macedonia essiccata 200 g",17.45 € / kg,0.2 kg
frutta e verdura,"esselunga bio, asparagi biologici 300 g",9.27 € / kg,0.3 kg
frutta e verdura,"esselunga bio, noci del brasile sgusciate altromercato biologiche 100 g",34.90 € / kg,0.1 kg
frutta e verdura,"melone, confezionato  900 g",2.98 € / kg,0.9 kg
frutta e verdura,"esselunga bio, cranberry mirtilli rossi essiccati biologici 30 g",39.67 € / kg,0.03 kg
frutta e verdura,"esselunga naturama, fagiolini confezionati 400 g",10.80 € / kg,0.4 kg
frutta e verdura,"esselunga, zenzero candito a cubetti 70 g",14.15 € / kg,0.07 kg
frutta e verdura,"esselunga, mix colazione 40 g",24.75 € / kg,0.04 kg
frutta e verdura,"esselunga bio, mix con mandorle biologico 30 g",39.67 € / kg,0.03 kg
frutta e verdura,"esselunga bio, carciofi tagliati biologici 300 g",9.94 € / kg,0.3 kg
frutta e verdura,"esselunga, mix frutta essiccata esotica 125 g",23.92 € / kg,0.125 kg
frutta e verdura,"esselunga, noci del brasile 30 g",33.01 € / kg,0.03 kg
frutta e verdura,"esselunga, misto di frutta essiccata con cocco 125 g",23.92 € / kg,0.125 kg
frutta e verdura,"mele giga, confezionate  1000 g",2.38 € / kg,1.0 kg
frutta e verdura,"esselunga bio, zenzero candito a cubetti biologico 30 g",39.67 € / kg,0.03 kg
frutta e verdura,"esselunga bio, farro perlato precotto biologico 250 g",9.96 € / kg,0.25 kg
frutta e verdura,"esselunga, mix classico 40 g",24.75 € / kg,0.04 kg
frutta e verdura,"esselunga bio, nocciole sgusciate biologiche 30 g",39.67 € / kg,0.03 kg
frutta e verdura,"esselunga bio, mele pinova biologiche 700 g",3.83 € / kg,0.7 kg
frutta e verdura,"esselunga bio, mix con goji biologico 30 g",39.67 € / kg,0.03 kg
frutta e verdura,"esselunga, albicocche essiccate denocciolate 60 g",16.51 € / kg,0.06 kg
frutta e verdura,"esselunga bio, mix con arachidi biologico 30 g",39.67 € / kg,0.03 kg
frutta e verdura,"esselunga, ananas morbido essiccato 200 g",17.45 € / kg,0.2 kg
frutta e verdura,"esselunga, mix gustoso 40 g",24.75 € / kg,0.04 kg
frutta e verdura,"esselunga, nocciole sgusciate 40 g",24.75 € / kg,0.04 kg
frutta e verdura,"esselunga bio, mix con anacardi biologico 30 g",39.67 € / kg,0.03 kg
frutta e verdura,"esselunga, pinoli sgusciati 50 g",99.80 € / kg,0.05 kg
frutta e verdura,"cerreto, i presto cotti orzo 240 g",12.42 € / kg,0.24 kg
frutta e verdura,"esselunga bio, mele stark biologiche  850 g",2.78 € / kg,0.85 kg
frutta e verdura,"esselunga bio, verdure miste biologiche cassetta  4500 g",2.98 € / kg,4.5 kg
frutta e verdura,"mele red delicius igp, confezionate  1000 g",1.48 € / kg,1.0 kg
frutta e verdura,"esselunga bio, cassetta frutta mista biologica  5200 g",2.98 € / kg,5.2 kg
frutta e verdura,"carote, confezionate 1 kg",0.98 € / kg,1.0 kg
frutta e verdura,"datterino, confezionati 300 g",7.61 € / kg,0.3 kg
frutta e verdura,"finocchi tagliati, confezionati  950 g",2.88 € / kg,0.95 kg
frutta e verdura,"basilico, confezionato 30 g",32.67 € / kg,0.03 kg
frutta e verdura,"zucchine, confezionate 500 g",4.36 € / kg,0.5 kg
frutta e verdura,"lamponi, confezionati 125 g",18.00 € / kg,0.125 kg
frutta e verdura,"smart, insalata mista 400 g",3.13 € / kg,0.4 kg
frutta e verdura,"pomodoro di pachino igp, confezionati 300 g",4.27 € / kg,0.3 kg
frutta e verdura,rucola confezionata 100 g,6.80 € / kg,0.1 kg
frutta e verdura,"broccoletto pugliese, confezionati 500 g",3.96 € / kg,0.5 kg
frutta e verdura,"pomodoro pizzuttello, confezionato 500 g",4.36 € / kg,0.5 kg
frutta e verdura,"insalatina, confezionata 150 g",6.54 € / kg,0.15 kg
frutta e verdura,"fagiolini spuntati, confezionati 250 g",9.52 € / kg,0.25 kg
frutta e verdura,"cipollotti bianchi, confezionati 250 g",5.52 € / kg,0.25 kg
frutta e verdura,"uva bianca senza semi, confezionata 500 g",5.96 € / kg,0.5 kg
frutta e verdura,ananas a fette 250 g,11.92 € / kg,0.25 kg
frutta e verdura,"uva rossa senza semi, confezionata 500 g",5.96 € / kg,0.5 kg
frutta e verdura,"peperoni gialli,  700 g",3.98 € / kg,0.7 kg
frutta e verdura,"misticanza, confezionata 150 g",6.54 € / kg,0.15 kg
frutta e verdura,"kiwi, confezionati 500 g",5.96 € / kg,0.5 kg
frutta e verdura,"valeriana, confezionata 150 g",9.21 € / kg,0.15 kg
frutta e verdura,"dote, misto di verdure confezionata  600 g",3.18 € / kg,0.6 kg
frutta e verdura,"spinacino, confezionato 100 g",9.80 € / kg,0.1 kg
frutta e verdura,"more, confezionate 125 g",19.84 € / kg,0.125 kg
frutta e verdura,"spinaci, confezionati 600 g",3.31 € / kg,0.6 kg
frutta e verdura,"aromi misti, confezionati 100 g",9.80 € / kg,0.1 kg
frutta e verdura,"carote di ispica igp, confezionate 700 g",2.12 € / kg,0.7 kg
frutta e verdura,"coste, confezionate 400 g",4.95 € / kg,0.4 kg
frutta e verdura,"mirtilli, premium confezionati 160 g",14.88 € / kg,0.16 kg
frutta e verdura,"cuore di sedano bianco, confezionato 300 g",7.94 € / kg,0.3 kg
frutta e verdura,"mele renetta, confezionate  1350 g",2.38 € / kg,1.35 kg
frutta e verdura,"cuori di sedano, confezionati 650 g",4.28 € / kg,0.65 kg
frutta e verdura,"chini, passata di mela conf. 2x100 g",4.90 € / kg,0.2 kg
frutta e verdura,"chini, passata di mela e mirtillo conf. 2x100 g",4.90 € / kg,0.2 kg
frutta e verdura,"chini, passata di mela e banana conf. 2x100 g",4.90 € / kg,0.2 kg
frutta e verdura,"kiwi, confezionati 750 g",4.34 € / kg,0.75 kg
frutta e verdura,"smart, mix croccante 100 g",7.90 € / kg,0.1 kg
frutta e verdura,"ravanelli, confezionati 125 g",7.87 € / kg,0.125 kg
frutta e verdura,macedonia tradizionale 250 g,13.92 € / kg,0.25 kg
frutta e verdura,"ventura, la nostra uva sultanina 250 g",7.96 € / kg,0.25 kg
frutta e verdura,"rosmarino, confezionato 30 g",32.67 € / kg,0.03 kg
frutta e verdura,"patatine rossa, confezionate 500 g",3.96 € / kg,0.5 kg
frutta e verdura,"natura nuova, frullà classico 100%  polpa di frutta mela pera 100 g",9.00 € / kg,0.1 kg
frutta e verdura,"chini, passata di mela e prugna conf. 2x100 g",4.90 € / kg,0.2 kg
frutta e verdura,"mandarini orri, confezionati 1 kg",3.68 € / kg,1.0 kg
frutta e verdura,"menta, confezionata 30 g",32.67 € / kg,0.03 kg
frutta e verdura,"smart, insalata sfiziosa 125 g",7.84 € / kg,0.125 kg
frutta e verdura,"murano, mandorle sgusciate 400 g",14.98 € / kg,0.4 kg
frutta e verdura,"fagioli piattoni, confezionati 500 g",4.76 € / kg,0.5 kg
frutta e verdura,"tarassaco, confezionato 200 g",7.90 € / kg,0.2 kg
frutta e verdura,"natura nuova, frullà classico 100%  polpa di frutta mela fragola banana 100 g",9.00 € / kg,0.1 kg
frutta e verdura,"smart, radicchio e rucola 200 g",6.40 € / kg,0.2 kg
frutta e verdura,"scalogno treccia, confezionato 500 g",7.76 € / kg,0.5 kg
frutta e verdura,olive verdi siciliane 490 g - peso netto sgocc.250 g,9.92 € / kg,0.25 kg
frutta e verdura,"cipolla dorata piacentina, confezionata",3.96 € / kg,
frutta e verdura,"monteré, prugne secche molto grandi con nocciolo 500 g",7.98 € / kg,0.5 kg
frutta e verdura,"peperoncini dolci, confezionati 300 g",8.27 € / kg,0.3 kg
frutta e verdura,aglio polesano dop 250 g,9.92 € / kg,0.25 kg
frutta e verdura,olive taggiasche denocciolate 250 g,13.52 € / kg,0.25 kg
frutta e verdura,cocco tagliato 200 g,13.90 € / kg,0.2 kg
frutta e verdura,"misto aromi, vaschetta 30 g",32.67 € / kg,0.03 kg
frutta e verdura,"mango,  500 g",3.25 € / kg,0.5 kg
frutta e verdura,papaya e mango a fette 200 g,18.40 € / kg,0.2 kg
frutta e verdura,olive rosatelle piccanti 250 g,11.92 € / kg,0.25 kg
frutta e verdura,olive dolci giganti 490 g - peso netto sgocc.250 g,7.92 € / kg,0.25 kg
frutta e verdura,"chini, bio la mousse passata di mela e pera conf. 2x100 g",4.90 € / kg,0.2 kg
frutta e verdura,olive denocciolate verdi piccanti 250 g,11.92 € / kg,0.25 kg
frutta e verdura,"minestrone intero, confezionato  1300 g",3.48 € / kg,1.3 kg
frutta e verdura,lupini sottovuoto 500 g,5.16 € / kg,0.5 kg
frutta e verdura,"mele golden, confezionate in cassetta 3 kg",1.66 € / kg,3.0 kg
frutta e verdura,"smart, insalatina di crauti 200 g",4.90 € / kg,0.2 kg
frutta e verdura,"erba cipollina, confezionata 30 g",32.67 € / kg,0.03 kg
frutta e verdura,"passion fruit, confezionati 150 g",13.21 € / kg,0.15 kg
frutta e verdura,"ficacci, olive kalamon 250 g",11.92 € / kg,0.25 kg
frutta e verdura,"funghi fantasia, confezionati 300 g",9.94 € / kg,0.3 kg
frutta e verdura,"smart, prugne secche con nocciolo 250 g",7.56 € / kg,0.25 kg
frutta e verdura,"aglio rosa di lautrec igp, confezionato 200 g",14.90 € / kg,0.2 kg
frutta e verdura,"pere coscia, confezionate 800 g 900 g",3.88 € / kg,0.9 kg
frutta e verdura,"mango, confezionato 150 g",19.87 € / kg,0.15 kg
frutta e verdura,"campobasso, mandorle sgusciate 150 g",19.27 € / kg,0.15 kg
frutta e verdura,"chini, goldensec rondelle di mela essiccate 40 g",24.50 € / kg,0.04 kg
frutta e verdura,"chini bio, la mousse passata di mela e fragola conf. 2x100 g",4.90 € / kg,0.2 kg
frutta e verdura,"macè, spremuta di arancia 100% frutta 500 ml",5.96 € / l,
frutta e verdura,"macè, limonata limone zenzero scorza d'arancia 250 ml",9.92 € / l,
frutta e verdura,olive rosatelle condite 250 g,11.92 € / kg,0.25 kg
frutta e verdura,olive schiacciate all'etnea 250 g,11.92 € / kg,0.25 kg
frutta e verdura,"murano, pinoli 50 g",69.80 € / kg,0.05 kg
frutta e verdura,"ventura, il nostro zenzero 150 g",13.27 € / kg,0.15 kg
frutta e verdura,"chini bio, passata di mela e pesca bio conf. 2x100 g",4.90 € / kg,0.2 kg
frutta e verdura,"alloro, confezionato 30 g",32.67 € / kg,0.03 kg
frutta e verdura,"aglio a spicchi, confezionato 100 g",13.80 € / kg,0.1 kg
frutta e verdura,olive nere di gaeta dop  490 g - peso netto sgocc.250 g,11.92 € / kg,0.25 kg
frutta e verdura,"gemme di bontà, pinoli sgusciati 15 g",66.01 € / kg,0.015 kg
frutta e verdura,"patate novelle di siracusa, confezionate 1,5 kg",1.99 € / kg,1.5 kg
frutta e verdura,olive bella di cerignola 490 g - peso netto sgocc.250 g,11.92 € / kg,0.25 kg
frutta e verdura,"chini bio, passata di mela e albicocca bio conf. 2x100 g",4.90 € / kg,0.2 kg
frutta e verdura,olive verdi giganti denocciolate 500 g,7.96 € / kg,0.5 kg
frutta e verdura,"macè, frullato di mela fragola banana 100% frutta 250 ml",9.92 € / l,
frutta e verdura,olive nere al forno 250 g,11.92 € / kg,0.25 kg
frutta e verdura,"mele crimson snow, confezionate  1200 g",2.15 € / kg,1.2 kg
frutta e verdura,"campobasso, mandorle pelate 150 g",19.27 € / kg,0.15 kg
frutta e verdura,"macè, spremuta di 100% melagrana 250 ml",13.92 € / l,
frutta e verdura,ananas tronchetto 500 g,11.96 € / kg,0.5 kg
frutta e verdura,"murano, noci sgusciate 250 g",21.96 € / kg,0.25 kg
frutta e verdura,"aneto, confezionato 30 g",32.67 € / kg,0.03 kg
frutta e verdura,"frullà, puro polpa di banana 90 g",10.00 € / kg,0.09 kg
frutta e verdura,"smart, ananas allo sciroppo 565 - peso netto sgocc. 340 g",4.09 € / kg,0.34 kg
frutta e verdura,"agrocybe aegerita (pioppini), confezionati 250 g",18.32 € / kg,0.25 kg
frutta e verdura,"frullà, puro polpa di mango 90 g",10.00 € / kg,0.09 kg
frutta e verdura,"campobasso, pinoli 30 g",99.67 € / kg,0.03 kg
frutta e verdura,chicchi di melagrana 100 g,32.80 € / kg,0.1 kg
frutta e verdura,olive verdi al peperone 500 g,7.96 € / kg,0.5 kg
frutta e verdura,misto verdure pinzimonio 400 g,7.45 € / kg,0.4 kg
frutta e verdura,"campobasso, nocciole pelate tostate 150 g",19.94 € / kg,0.15 kg
frutta e verdura,"macè, spremuta di mela carota zenzero 100% frutta 250 ml",10.72 € / l,
frutta e verdura,"frullà, polpa di mela 100 g",6.50 € / kg,0.1 kg
frutta e verdura,"murano, pistacchi tostati al forno 150 g",23.27 € / kg,0.15 kg
frutta e verdura,"planet farms, lattugood lattughino biondo 80 g",24.88 € / kg,0.08 kg
frutta e verdura,"prunolax, 100% polpa di prugna e fibre vegetali 100 g",9.90 € / kg,0.1 kg
frutta e verdura,"timo, confezionato 30 g",32.67 € / kg,0.03 kg
frutta e verdura,"frullà, polpa di ""pera dell'emilia-romagna igp"" 100 g",6.50 € / kg,0.1 kg
frutta e verdura,"bonduelle, le regionali alla siciliana con formaggio fichi secchi e mandorle 130 g",22.24 € / kg,0.13 kg
frutta e verdura,"alfano, noci sgusciate selezionate 350 g",19.98 € / kg,0.35 kg
frutta e verdura,"scalogno banana, confezionato 350 g",5.66 € / kg,0.35 kg
frutta e verdura,"valfrutta, pesche allo sciroppo 411 g - peso netto sgocc. 240 g",10.51 € / kg,0.24 kg
frutta e verdura,"bonduelle, cereallegre cous cous con pollo e verdure 200 g",14.90 € / kg,0.2 kg
frutta e verdura,"sunsweet, prugne california premium denocciolate 200 g",19.95 € / kg,0.2 kg
frutta e verdura,"macè, spremuta di ananas fragola limone 100% frutta 250 ml",11.52 € / l,
frutta e verdura,"cuoredolce, melone a fette 400 g",9.95 € / kg,0.4 kg
frutta e verdura,"carote viola, confezionate 500 g",1.96 € / kg,0.5 kg
frutta e verdura,"noberasco, che mandorla! mandorle sgusciate 750 g",14.54 € / kg,0.75 kg
frutta e verdura,"macè, spremuta di ananas 100% frutta 250 ml",9.12 € / l,
frutta e verdura,"bonduelle, cereallegre farro alla mediterranea con ""feta dop"" 200 g",14.90 € / kg,0.2 kg
frutta e verdura,rockit 5 mele 380 g,5.22 € / kg,0.38 kg
frutta e verdura,pomodori secchi 150 g,13.87 € / kg,0.15 kg
frutta e verdura,"alfano, noci sgusciate 200 g",27.45 € / kg,0.2 kg
frutta e verdura,"noberasco bio, uva sultanina biologiche 250 g",11.96 € / kg,0.25 kg
frutta e verdura,"frullà, puro polpa di ananas 90 g",10.00 € / kg,0.09 kg
frutta e verdura,"esselunga bio, limoni biologici 500 g",2.56 € / kg,0.5 kg
frutta e verdura,"innocent, succo di ananas frutto della passione mela mango e arancia 900 ml",3.77 € / l,
frutta e verdura,"sunsweet, prugne california premium denocciolate baby 250 g",17.88 € / kg,0.25 kg
frutta e verdura,"sunsweet, prugne california premium denocciolate 500 g",17.96 € / kg,0.5 kg
frutta e verdura,"origano secco, confezionato 20 g",69.00 € / kg,0.02 kg
frutta e verdura,"life, arachidi tostate 1 kg",4.99 € / kg,1.0 kg
frutta e verdura,"valfrutta, pesche italiane allo sciroppo 570 g - peso netto sgocc. 380 g",13.11 € / kg,0.38 kg
frutta e verdura,"bonduelle, cereallegre cous cous delizioso 200 g",14.90 € / kg,0.2 kg
frutta e verdura,"parisi, qualità in tavola noci in guscio giganti al naturale 400 g",9.98 € / kg,0.4 kg
frutta e verdura,"campobasso, noci sgusciate 150 g",19.94 € / kg,0.15 kg
